antibiotic,CDS
ceftazidime,NZ_JAMQYG010000004.1_91
ceftazidime,NZ_JAMQYG010000023.1_9
ceftazidime,NZ_JAMQYG010000110.1_14
ceftazidime,NZ_JAMRYN010000042.1_1
ceftazidime,NZ_JAMRYY010000002.1_604
ceftazidime,NZ_JAMRYY010000002.1_606
ceftazidime,NZ_JAMRYY010000002.1_607
ceftazidime,NZ_JAMRYY010000002.1_612
ceftazidime,NZ_JAMRYY010000002.1_645
ceftazidime,NZ_JAMSGR010000001.1_277
ceftazidime,NZ_JAMSGT010000001.1_686
ceftazidime,NZ_JAMSGT010000003.1_653
ceftazidime,NZ_JAMSHB010000001.1_309
ceftazidime,NZ_JAMSHB010000062.1_16
ceftazidime,NZ_JAMSHB010000113.1_6
ceftazidime,NZ_JAMSLJ010000001.1_72
ceftazidime,NZ_JAMSLL010000041.1_24
ceftazidime,NZ_JAMYAV010000015.1_82
ceftazidime,NZ_JAMYAV010000057.1_1
ceftazidime,NZ_JAMYBC010000015.1_138
ceftazidime,NZ_JAMYBC010000071.1_4
ceftazidime,NZ_JANAWW010000008.1_101
ceftazidime,NZ_JANGZV010000027.1_66
ceftazidime,NZ_JANGZV010000033.1_160
ceftazidime,NZ_JANGZV010000034.1_509
ceftazidime,NZ_JANGZV010000041.1_120
ceftazidime,NZ_JANGZV010000063.1_1
ceftazidime,NZ_JANGZW010000019.1_90
ceftazidime,NZ_JANGZW010000034.1_79
ceftazidime,NZ_JANGZW010000034.1_91
ceftazidime,NZ_JANGZW010000035.1_73
ceftazidime,NZ_JANGZW010000038.1_227
ceftazidime,NZ_JANGZX010000009.1_196
ceftazidime,NZ_JANGZX010000010.1_46
ceftazidime,NZ_JANGZX010000010.1_56
ceftazidime,NZ_JANGZX010000010.1_59
ceftazidime,NZ_JANGZX010000011.1_3
ceftazidime,NZ_JANGZX010000011.1_5
ceftazidime,NZ_JANGZX010000012.1_50
ceftazidime,NZ_JANGZX010000013.1_111
ceftazidime,NZ_JANGZX010000013.1_122
ceftazidime,NZ_JANGZX010000013.1_123
ceftazidime,NZ_JANGZX010000013.1_126
ceftazidime,NZ_JANGZX010000013.1_164
ceftazidime,NZ_JANGZX010000013.1_168
ceftazidime,NZ_JANGZX010000013.1_17
ceftazidime,NZ_JANGZX010000013.1_20
ceftazidime,NZ_JANGZX010000013.1_52
ceftazidime,NZ_JANGZX010000013.1_90
ceftazidime,NZ_JANGZX010000014.1_30
ceftazidime,NZ_JANGZX010000014.1_53
ceftazidime,NZ_JANGZX010000018.1_20
ceftazidime,NZ_JANGZX010000018.1_4
ceftazidime,NZ_JANGZX010000019.1_124
ceftazidime,NZ_JANGZX010000019.1_134
ceftazidime,NZ_JANGZX010000019.1_254
ceftazidime,NZ_JANGZX010000019.1_31
ceftazidime,NZ_JANGZX010000019.1_372
ceftazidime,NZ_JANGZX010000019.1_76
ceftazidime,NZ_JANGZX010000021.1_11
ceftazidime,NZ_JANGZX010000022.1_103
ceftazidime,NZ_JANGZX010000022.1_114
ceftazidime,NZ_JANGZX010000022.1_116
ceftazidime,NZ_JANGZX010000022.1_146
ceftazidime,NZ_JANGZX010000022.1_149
ceftazidime,NZ_JANGZX010000022.1_152
ceftazidime,NZ_JANGZX010000022.1_153
ceftazidime,NZ_JANGZX010000022.1_154
ceftazidime,NZ_JANGZX010000022.1_156
ceftazidime,NZ_JANGZX010000022.1_163
ceftazidime,NZ_JANGZX010000022.1_173
ceftazidime,NZ_JANGZX010000022.1_310
ceftazidime,NZ_JANGZX010000022.1_314
ceftazidime,NZ_JANGZX010000022.1_335
ceftazidime,NZ_JANGZX010000022.1_368
ceftazidime,NZ_JANGZX010000023.1_43
ceftazidime,NZ_JANGZX010000023.1_47
ceftazidime,NZ_JANGZX010000023.1_7
ceftazidime,NZ_JANGZX010000024.1_115
ceftazidime,NZ_JANGZX010000024.1_116
ceftazidime,NZ_JANGZX010000024.1_117
ceftazidime,NZ_JANGZX010000024.1_125
ceftazidime,NZ_JANGZX010000024.1_132
ceftazidime,NZ_JANGZX010000024.1_134
ceftazidime,NZ_JANGZX010000024.1_178
ceftazidime,NZ_JANGZX010000024.1_195
ceftazidime,NZ_JANGZX010000024.1_253
ceftazidime,NZ_JANGZX010000024.1_44
ceftazidime,NZ_JANGZX010000024.1_45
ceftazidime,NZ_JANGZX010000024.1_97
ceftazidime,NZ_JANGZX010000024.1_98
ceftazidime,NZ_JANGZX010000035.1_73
ceftazidime,NZ_JANGZX010000038.1_148
ceftazidime,NZ_JANGZX010000044.1_122
ceftazidime,NZ_JANGZX010000046.1_49
ceftazidime,NZ_JANHFG010000001.1_1318
ceftazidime,NZ_JANHFG010000001.1_1320
ceftazidime,NZ_JANHFG010000001.1_189
ceftazidime,NZ_JANHFG010000001.1_62
ceftazidime,NZ_JANHFG010000001.1_6203
ceftazidime,NZ_JANHFG010000001.1_694
ceftazidime,NZ_JANHFG010000002.1_180
ceftazidime,NZ_JANHFG010000002.1_184
ceftazidime,NZ_JANHFG010000002.1_62
ceftazidime,NZ_JANTQS010000005.1_108
ceftazidime,NZ_JANTQS010000005.1_120
ceftazidime,NZ_JANTQS010000005.1_126
ceftazidime,NZ_JANTQV010000013.1_100
ceftazidime,NZ_JANTQV010000013.1_25
ceftazidime,NZ_JANTQV010000013.1_28
ceftazidime,NZ_JANTQV010000013.1_38
ceftazidime,NZ_JANTQV010000013.1_41
ceftazidime,NZ_JANTQV010000013.1_46
ceftazidime,NZ_JANTQV010000013.1_58
ceftazidime,NZ_JANTQV010000013.1_75
ceftazidime,NZ_JANTQV010000013.1_91
ceftazidime,NZ_JANTQV010000013.1_96
ceftazidime,NZ_JANTQV010000013.1_98
ceftazidime,NZ_JANTQV010000013.1_99
ceftazidime,NZ_JANTQW010000001.1_213
ceftazidime,NZ_JANTQW010000002.1_398
ceftazidime,NZ_JANTQW010000010.1_162
ceftazidime,NZ_JANUXE010000007.1_64
ceftazidime,NZ_JANUYH010000024.1_85
ceftazidime,NZ_JANVBJ010000011.1_3
ceftazidime,NZ_JANVBO010000073.1_1
ceftazidime,NZ_JANZNK010000030.1_76
ceftazidime,NZ_JANZNL010000033.1_64
ceftazidime,NZ_JANZNL010000038.1_65
ceftazidime,NZ_JANZNM010000003.1_249
ceftazidime,NZ_JANZNM010000016.1_84
ceftazidime,NZ_JANZNO010000002.1_395
ceftazidime,NZ_JANZNO010000021.1_52
ceftazidime,NZ_JAOCZZ010000075.1_3
ceftazidime,NZ_JAODBV010000002.1_150
ceftazidime,NZ_JAODXQ010000025.1_1
ceftazidime,NZ_JAOECC010000004.1_31
ceftazidime,NZ_JAOECC010000076.1_1
ceftazidime,NZ_JAOECQ010000021.1_60
ceftazidime,NZ_JAOPFM010000001.1_225
ceftazidime,NZ_JAOPFM010000085.1_27
ceftazidime,NZ_JAOPFM010000186.1_1
ceftazidime,NZ_JAOPFN010000055.1_1
ceftazidime,NZ_JAOUSZ010000001.1_656
ceftazidime,NZ_JAOUTE010000007.1_155
ceftazidime,NZ_JAOXFS010000017.1_15
ceftazidime,NZ_JAOXFW010000008.1_40
ceftazidime,NZ_JAOXGC010000001.1_757
ceftazidime,NZ_JAOXGC010000006.1_141
ceftazidime,NZ_JAOXGC010000015.1_58
ceftazidime,NZ_JAOXGJ010000004.1_209
ceftazidime,NZ_JAOXGJ010000047.1_30
ceftazidime,NZ_JAOXKB010000008.1_133
ceftazidime,NZ_JAOXKB010000046.1_20
ceftazidime,NZ_JAOXKC010000039.1_49
ceftazidime,NZ_JAOXKE010000010.1_109
ceftazidime,NZ_JAOXKF010000007.1_50
ceftazidime,NZ_JAOXKH010000028.1_26
ceftazidime,NZ_JAOXKH010000070.1_6
ceftazidime,NZ_JAOXKH010000098.1_1
ceftazidime,NZ_JAOXKH010000100.1_1
ceftazidime,NZ_JAOXKI010000002.1_85
ceftazidime,NZ_JAOXKI010000037.1_34
ceftazidime,NZ_JAOXKI010000038.1_8
ceftazidime,NZ_JAOXKJ010000030.1_10
ceftazidime,NZ_JAOXKJ010000030.1_11
ceftazidime,NZ_JAOXKK010000045.1_15
ceftazidime,NZ_JAOXKL010000006.1_189
ceftazidime,NZ_JAOXKL010000010.1_137
ceftazidime,NZ_JAOXKM010000029.1_37
ceftazidime,NZ_JAOXKP010000003.1_193
ceftazidime,NZ_JAOXKP010000007.1_29
ceftazidime,NZ_JAOXKP010000017.1_111
ceftazidime,NZ_JAOXKP010000018.1_7
ceftazidime,NZ_JAOXKP010000022.1_7
ceftazidime,NZ_JAOXKP010000042.1_3
ceftazidime,NZ_JAOXKP010000114.1_1
ceftazidime,NZ_JAOXKQ010000060.1_1
ceftazidime,NZ_JAOXKR010000034.1_23
ceftazidime,NZ_JAOXKR010000041.1_49
ceftazidime,NZ_JAOXKS010000034.1_44
ceftazidime,NZ_JAOXKU010000007.1_222
ceftazidime,NZ_JAOXKW010000019.1_61
ceftazidime,NZ_JAOXKW010000070.1_2
ceftazidime,NZ_JAOXKY010000002.1_351
ceftazidime,NZ_JAOXKY010000003.1_167
ceftazidime,NZ_JAOXKY010000021.1_42
ceftazidime,NZ_JAOXKZ010000001.1_169
ceftazidime,NZ_JAOXLA010000013.1_149
ceftazidime,NZ_JAOXLA010000038.1_37
ceftazidime,NZ_JAOXLA010000057.1_3
ceftazidime,NZ_JAOXLB010000001.1_547
ceftazidime,NZ_JAOXLB010000010.1_160
ceftazidime,NZ_JAOXLC010000001.1_180
ceftazidime,NZ_JAOXLF010000002.1_6
ceftazidime,NZ_JAOXLF010000038.1_20
ceftazidime,NZ_JAOXLG010000025.1_76
ceftazidime,NZ_JAOXLG010000030.1_1
ceftazidime,NZ_JAOXLH010000093.1_17
ceftazidime,NZ_JAOXLI010000001.1_301
ceftazidime,NZ_JAOXLK010000128.1_1
ceftazidime,NZ_JAOXLL010000063.1_1
ceftazidime,NZ_JAOXOG010000081.1_1
ceftazidime,NZ_JAOXOH010000011.1_115
ceftazidime,NZ_JAOXOH010000041.1_58
ceftazidime,NZ_JAOXOI010000010.1_159
ceftazidime,NZ_JAOXOI010000038.1_68
ceftazidime,NZ_JAOXOL010000011.1_200
ceftazidime,NZ_JAOXOL010000030.1_1
ceftazidime,NZ_JAOXON010000023.1_12
ceftazidime,NZ_JAOXOP010000035.1_9
ceftazidime,NZ_JAOXOP010000048.1_4
ceftazidime,NZ_JAOXOQ010000015.1_69
ceftazidime,NZ_JAOXOQ010000016.1_108
ceftazidime,NZ_JAOXOR010000017.1_105
ceftazidime,NZ_JAOXOR010000061.1_1
ceftazidime,NZ_JAOXOU010000015.1_24
ceftazidime,NZ_JAOXOU010000054.1_8
ceftazidime,NZ_JAOXOU010000067.1_1
ceftazidime,NZ_JAOXOU010000083.1_1
ceftazidime,NZ_JAOXOX010000009.1_106
ceftazidime,NZ_JAOXOX010000060.1_1
ceftazidime,NZ_JAOXPC010000012.1_39
ceftazidime,NZ_JAOXPE010000033.1_1
ceftazidime,NZ_JAOXPE010000055.1_34
ceftazidime,NZ_JAOXPE010000058.1_1
ceftazidime,NZ_JAOXPE010000061.1_1
ceftazidime,NZ_JAOXPE010000089.1_1
ceftazidime,NZ_JAOXPE010000100.1_3
ceftazidime,NZ_JAOXPF010000009.1_204
ceftazidime,NZ_JAOXPH010000006.1_104
ceftazidime,NZ_JAOXPH010000007.1_159
ceftazidime,NZ_JAOXPH010000032.1_1
ceftazidime,NZ_JAOXPI010000026.1_46
ceftazidime,NZ_JAOXPI010000040.1_1
ceftazidime,NZ_JAOXPJ010000046.1_1
ceftazidime,NZ_JAOXPK010000054.1_11
ceftazidime,NZ_JAOXPL010000004.1_84
ceftazidime,NZ_JAOXPL010000015.1_68
ceftazidime,NZ_JAOXPM010000001.1_27
ceftazidime,NZ_JAOXPN010000001.1_254
ceftazidime,NZ_JAOXPN010000028.1_89
ceftazidime,NZ_JAOXPQ010000063.1_27
ceftazidime,NZ_JAOXPQ010000093.1_2
ceftazidime,NZ_JAOXPQ010000115.1_2
ceftazidime,NZ_JAOXPR010000018.1_4
ceftazidime,NZ_JAOXPR010000022.1_5
ceftazidime,NZ_JAOXPR010000028.1_42
ceftazidime,NZ_JAOXPR010000031.1_1
ceftazidime,NZ_JAOXPR010000049.1_36
ceftazidime,NZ_JAOXPR010000054.1_12
ceftazidime,NZ_JAOXPR010000060.1_1
ceftazidime,NZ_JAOXPR010000064.1_36
ceftazidime,NZ_JAOXPR010000069.1_1
ceftazidime,NZ_JAOXPR010000138.1_7
ceftazidime,NZ_JAOXPR010000160.1_7
ceftazidime,NZ_JAOXPR010000173.1_1
ceftazidime,NZ_JAOXPR010000289.1_1
ceftazidime,NZ_JAOXPT010000003.1_34
ceftazidime,NZ_JAOXPV010000034.1_26
ceftazidime,NZ_JAOXPY010000008.1_311
ceftazidime,NZ_JAOXPY010000032.1_1
ceftazidime,NZ_JAOXQE010000061.1_3
ceftazidime,NZ_JAOXQF010000026.1_1
ceftazidime,NZ_JAOXQI010000005.1_191
ceftazidime,NZ_JAOXQP010000019.1_1
ceftazidime,NZ_JAOXQT010000003.1_30
ceftazidime,NZ_JAOXQT010000033.1_39
ceftazidime,NZ_JAOXQV010000042.1_10
ceftazidime,NZ_JAOXRA010000007.1_276
ceftazidime,NZ_JAOXRB010000011.1_1
ceftazidime,NZ_JAOXRC010000037.1_1
ceftazidime,NZ_JAOYTE010000043.1_44
ceftazidime,NZ_JAOYTE010000044.1_238
ceftazidime,NZ_JAPCHN010000079.1_2
ceftazidime,NZ_JAPCSS010000003.1_2
ceftazidime,NZ_JAPCSY010000008.1_67
ceftazidime,NZ_JAPCSY010000148.1_366
ceftazidime,NZ_JAPCTC010000024.1_2
ceftazidime,NZ_JAPCTC010000063.1_2
ceftazidime,NZ_JAPCTI010000039.1_1
ceftazidime,NZ_JAPCTI010000195.1_6
ceftazidime,NZ_JAPCUN010000005.1_32
ceftazidime,NZ_JAPCUP010000044.1_1
ceftazidime,NZ_JAPCUW010000002.1_118
ceftazidime,NZ_JAPCUW010000052.1_1
ceftazidime,NZ_JAPCUW010000074.1_1
ceftazidime,NZ_JAPCUW010000095.1_4
ceftazidime,NZ_JAPCVG010000044.1_3
ceftazidime,NZ_JAPCVG010000045.1_195
ceftazidime,NZ_JAPCVG010000137.1_103
ceftazidime,NZ_JAPDGU010000006.1_217
ceftazidime,NZ_JAPEVD010000003.1_532
ceftazidime,NZ_JAPEVD010000003.1_894
ceftazidime,NZ_JAPEVD010000003.1_896
ceftazidime,NZ_JAPEVD010000004.1_314
ceftazidime,NZ_JAPEVL010000001.1_4174
ceftazidime,NZ_JAPEVL010000001.1_4998
ceftazidime,NZ_JAPFIE010000055.1_19
ceftazidime,NZ_JAPHNN010000008.1_1
ceftazidime,NZ_JAPHNN010000111.1_2
ceftazidime,NZ_JAPHVX010000167.1_64
ceftazidime,NZ_JAPHVX010000167.1_67
ceftazidime,NZ_JAPHVX010000178.1_79
ceftazidime,NZ_JAPKIJ010000001.1_328
ceftazidime,NZ_JAPKME010000011.1_177
ceftazidime,NZ_JAPKME010000011.1_178
ceftazidime,NZ_JAPKME010000011.1_179
ceftazidime,NZ_JAPMIH010000050.1_1
ceftazidime,NZ_JAPMII010000022.1_44
ceftazidime,NZ_JAPNKX010000036.1_1
ceftazidime,NZ_JAPNLA010000005.1_99
ceftazidime,NZ_JAPWKL010000049.1_3
ceftazidime,NZ_JAPWKN010000009.1_216
ceftazidime,NZ_JAPWKQ010000084.1_1
ceftazidime,NZ_JAPWKS020000004.1_32
ceftazidime,NZ_JAPWKY010000005.1_3
ceftazidime,NZ_JAPWLC010000014.1_30
ceftazidime,NZ_JAPWLF010000214.1_2
ceftazidime,NZ_JAPWLF010000259.1_1
ceftazidime,NZ_JAPWLF010000285.1_2
ceftazidime,NZ_JAPWLF010000285.1_4
ceftazidime,NZ_JAPWLF010000312.1_1
ceftazidime,NZ_JAPWLF010000371.1_2
ceftazidime,NZ_JAPWLF010000497.1_1
ceftazidime,NZ_JAPWLF010000540.1_1
ceftazidime,NZ_JAPWLF010000540.1_2
ceftazidime,NZ_JAPWLF010000713.1_1
ceftazidime,NZ_JAPWLH010000063.1_1
ceftazidime,NZ_JAPWLH010000274.1_2
ceftazidime,NZ_JAPWLH010000288.1_1
ceftazidime,NZ_JAPWLH010000300.1_1
ceftazidime,NZ_JAPWLH010000310.1_1
ceftazidime,NZ_JAPWLH010000323.1_2
ceftazidime,NZ_JAPWLH010000333.1_2
ceftazidime,NZ_JAPWLK010000006.1_161
ceftazidime,NZ_JAPWLN010000113.1_1
ceftazidime,NZ_JAPZKE010000026.1_68
ceftazidime,NZ_JAPZKE010000112.1_1
ceftazidime,NZ_JAPZKE010000140.1_1
ceftazidime,NZ_JAPZKK010000002.1_412
ceftazidime,NZ_JAPZKP010000090.1_5
ceftazidime,NZ_JAPZKP010000110.1_1
ceftazidime,NZ_JAPZKU010000016.1_1
ceftazidime,NZ_JAPZKV010000048.1_30
ceftazidime,NZ_JAPZMG010000084.1_6
ceftazidime,NZ_JAQNBM010000001.1_5478
ceftazidime,NZ_JAQNBM010000001.1_5524
ceftazidime,NZ_JAQNBM010000002.1_190
ceftazidime,NZ_JAQNBM010000002.1_531
ceftazidime,NZ_JAQNBM010000007.1_2
ceftazidime,NZ_JAQRBG010000015.1_1
ceftazidime,NZ_JAQRBG010000080.1_1
ceftazidime,NZ_JARCNZ010000082.1_2
ceftazidime,NZ_JARCOA010000015.1_60
ceftazidime,NZ_JARESC010000191.1_1
ceftazidime,NZ_JARGMM010000221.1_1
ceftazidime,NZ_JARGMM010000286.1_1
ceftazidime,NZ_JARGMM010000286.1_3
ceftazidime,NZ_JARJLB010000006.1_311
ceftazidime,NZ_JARUOO010000227.1_2
ceftazidime,NZ_JARUOO010000413.1_1
ceftazidime,NZ_JARUOO010000450.1_1
ceftazidime,NZ_JARUOO010000531.1_1
ceftazidime,NZ_JARUOO010000620.1_1
ceftazidime,NZ_JASBHP010000003.1_1
ceftazidime,NZ_JASDDY010000003.1_246
ceftazidime,NZ_JASDDY010000007.1_26
ceftazidime,NZ_JASDDY010000007.1_302
ceftazidime,NZ_JASDDY010000007.1_349
ceftazidime,NZ_JASDDY010000007.1_58
ceftazidime,NZ_JASDDY010000007.1_59
ceftazidime,NZ_JASDDY010000007.1_7
ceftazidime,NZ_JASDDY010000007.1_78
ceftazidime,NZ_JASDDY010000007.1_84
ceftazidime,NZ_JASEYZ010000113.1_1
ceftazidime,NZ_JASEYZ010000449.1_1
ceftazidime,NZ_JASEYZ010000481.1_1
ceftazidime,NZ_JASEYZ010000525.1_1
ceftazidime,NZ_JASEZC010000117.1_1
ceftazidime,NZ_JASEZC010000145.1_1
ceftazidime,NZ_JASEZC010000192.1_1
ceftazidime,NZ_JASEZC010000240.1_1
ceftazidime,NZ_JASEZC010000260.1_1
ceftazidime,NZ_JASEZC010000277.1_1
ceftazidime,NZ_JASEZC010000317.1_1
ceftazidime,NZ_JASEZC010000508.1_1
ceftazidime,NZ_JASEZK010000008.1_106
ceftazidime,NZ_JASEZK010000119.1_1
ceftazidime,NZ_JASEZK010000171.1_1
ceftazidime,NZ_JASEZK010000196.1_1
ceftazidime,NZ_JASEZM010000076.1_1
ceftazidime,NZ_JASEZM010000177.1_1
ceftazidime,NZ_JASEZM010000262.1_1
ceftazidime,NZ_JASEZM010000391.1_1
ceftazidime,NZ_JASEZZ010000023.1_34
ceftazidime,NZ_JASEZZ010000194.1_1
ceftazidime,NZ_JASFBE010000009.1_97
ceftazidime,NZ_JASFBE010000010.1_1
ceftazidime,NZ_JASFBE010000085.1_1
ceftazidime,NZ_JASFBE010000128.1_1
ceftazidime,NZ_JASFBE010000158.1_4
ceftazidime,NZ_JASFBE010000176.1_1
ceftazidime,NZ_JASFBE010000227.1_1
ceftazidime,NZ_JASFBE010000270.1_1
ceftazidime,NZ_JASFBE010000342.1_2
ceftazidime,NZ_JASGBM010000017.1_7
ceftazidime,NZ_JASGXK010000039.1_20
ceftazidime,NZ_JASGXK010000218.1_1
ceftazidime,NZ_JASGXK010000297.1_1
ceftazidime,NZ_JASGXK010000329.1_2
ceftazidime,NZ_JASGXK010000382.1_1
ceftazidime,NZ_JASGXP010000095.1_15
ceftazidime,NZ_JASGXP010000397.1_1
ceftazidime,NZ_JASGXP010000442.1_1
ceftazidime,NZ_JASGYH010000056.1_12
ceftazidime,NZ_JASGYH010000079.1_1
ceftazidime,NZ_JASGYH010000404.1_1
ceftazidime,NZ_JASGYH010000408.1_1
ceftazidime,NZ_JASGYH010000419.1_2
ceftazidime,NZ_JASGYJ010000140.1_1
ceftazidime,NZ_JASGYJ010000180.1_1
ceftazidime,NZ_JASGYJ010000202.1_1
ceftazidime,NZ_JASGYK010000060.1_1
ceftazidime,NZ_JASGYK010000087.1_1
ceftazidime,NZ_JASGYK010000165.1_1
ceftazidime,NZ_JASGYK010000205.1_2
ceftazidime,NZ_JASGYK010000276.1_1
ceftazidime,NZ_JASGYK010000281.1_1
ceftazidime,NZ_JASGYL010000157.1_1
ceftazidime,NZ_JASGYL010000215.1_1
ceftazidime,NZ_JASGYL010000300.1_1
ceftazidime,NZ_JASGYQ010000054.1_34
ceftazidime,NZ_JASGYQ010000142.1_2
ceftazidime,NZ_JASGYQ010000200.1_1
ceftazidime,NZ_JASGYQ010000268.1_1
ceftazidime,NZ_JASGYQ010000270.1_1
ceftazidime,NZ_JASGYQ010000416.1_1
ceftazidime,NZ_JASUWJ010000001.1_38
ceftazidime,NZ_JAUAST010000066.1_1
ceftazidime,NZ_JAUAWI010000005.1_2
ceftazidime,NZ_JAUAWI010000005.1_4
ceftazidime,NZ_JAUAWJ010000008.1_2
ceftazidime,NZ_JAUAWJ010000008.1_4
ceftazidime,NZ_JAUAWJ010000008.1_430
ceftazidime,NZ_JAUAWJ010000009.1_2310
ceftazidime,NZ_JAUFRJ010000029.1_1
ceftazidime,NZ_JAUFRJ010000066.1_1
ceftazidime,NZ_JAUFRQ010000038.1_11
ceftazidime,NZ_JAUFRV010000079.1_1
ceftazidime,NZ_JAUFRW010000052.1_1
ceftazidime,NZ_JAUFRW010000145.1_1
ceftazidime,NZ_JAULHZ010000070.1_1
ceftazidime,NZ_JAULHZ010000086.1_1
ceftazidime,NZ_JAUNZZ010000029.1_1
ceftazidime,NZ_JAUOAD010000079.1_1
ceftazidime,NZ_JAUOAD010000110.1_1
ceftazidime,NZ_JAUOAD010000149.1_9
ceftazidime,NZ_JAUQSS010000035.1_13
ceftazidime,NZ_JGZW01000199.1_60
ceftazidime,NZ_JH376461.1_1564
ceftazidime,NZ_JH376465.1_191
ceftazidime,NZ_JH376470.1_167
ceftazidime,NZ_JH376470.1_168
ceftazidime,NZ_JH791784.1_2
ceftazidime,NZ_JJOD01000120.1_20
ceftazidime,NZ_JMBR02000031.1_1
ceftazidime,NZ_JMBS02000072.1_62
ceftazidime,NZ_JMQH01000051.1_411
ceftazidime,NZ_JNHD01000006.1_126
ceftazidime,NZ_JNHD01000023.1_82
ceftazidime,NZ_JNHD01000035.1_5
ceftazidime,NZ_JNHD01000035.1_9
ceftazidime,NZ_JNHD01000044.1_3
ceftazidime,NZ_JPEY01000004.1_2
ceftazidime,NZ_JPFB01000001.1_1361
ceftazidime,NZ_JPFC01000001.1_1748
ceftazidime,NZ_JPFE01000001.1_1860
ceftazidime,NZ_JPFF01000005.1_376
ceftazidime,NZ_JPQQ01000034.1_56
ceftazidime,NZ_JPQQ01000077.1_3
ceftazidime,NZ_JPQQ01000157.1_2
ceftazidime,NZ_JRAU01000088.1_10
ceftazidime,NZ_JRAU01000151.1_27
ceftazidime,NZ_JRAU01000199.1_9
ceftazidime,NZ_JTMD01000005.1_57
ceftazidime,NZ_JTMF01000035.1_53
ceftazidime,NZ_JTMH01000018.1_3
ceftazidime,NZ_JTMJ01000025.1_187
ceftazidime,NZ_JTMJ01000084.1_3
ceftazidime,NZ_JTMK01000060.1_1
ceftazidime,NZ_JTMO01000001.1_3
ceftazidime,NZ_JTMP01000007.1_53
ceftazidime,NZ_JTMV01000039.1_64
ceftazidime,NZ_JTMX01000017.1_203
ceftazidime,NZ_JTMX01000049.1_81
ceftazidime,NZ_JTMY01000002.1_207
ceftazidime,NZ_JTMY01000002.1_211
ceftazidime,NZ_JTMY01000002.1_214
ceftazidime,NZ_JTMY01000014.1_24
ceftazidime,NZ_JTMY01000017.1_8
ceftazidime,NZ_JTMY01000072.1_9
ceftazidime,NZ_JTNA01000049.1_14
ceftazidime,NZ_JTNE01000001.1_26
ceftazidime,NZ_JTNE01000001.1_52
ceftazidime,NZ_JTNE01000001.1_8
ceftazidime,NZ_JTNE01000002.1_133
ceftazidime,NZ_JTNE01000002.1_142
ceftazidime,NZ_JTNE01000002.1_147
ceftazidime,NZ_JTNE01000002.1_161
ceftazidime,NZ_JTNE01000002.1_219
ceftazidime,NZ_JTNE01000002.1_288
ceftazidime,NZ_JTNE01000002.1_318
ceftazidime,NZ_JTNE01000002.1_349
ceftazidime,NZ_JTNE01000002.1_489
ceftazidime,NZ_JTNE01000002.1_498
ceftazidime,NZ_JTNE01000002.1_500
ceftazidime,NZ_JTNE01000002.1_507
ceftazidime,NZ_JTNE01000002.1_520
ceftazidime,NZ_JTNE01000002.1_527
ceftazidime,NZ_JTNE01000002.1_536
ceftazidime,NZ_JTNE01000003.1_130
ceftazidime,NZ_JTNE01000003.1_132
ceftazidime,NZ_JTNE01000003.1_14
ceftazidime,NZ_JTNE01000003.1_209
ceftazidime,NZ_JTNE01000003.1_43
ceftazidime,NZ_JTNE01000003.1_47
ceftazidime,NZ_JTNE01000003.1_84
ceftazidime,NZ_JTNE01000003.1_85
ceftazidime,NZ_JTNE01000005.1_35
ceftazidime,NZ_JTNE01000005.1_38
ceftazidime,NZ_JTNE01000005.1_43
ceftazidime,NZ_JTNE01000005.1_45
ceftazidime,NZ_JTNE01000005.1_46
ceftazidime,NZ_JTNE01000005.1_47
ceftazidime,NZ_JTNE01000005.1_60
ceftazidime,NZ_JTNE01000005.1_64
ceftazidime,NZ_JTNE01000005.1_67
ceftazidime,NZ_JTNE01000005.1_68
ceftazidime,NZ_JTNE01000005.1_80
ceftazidime,NZ_JTNE01000005.1_84
ceftazidime,NZ_JTNE01000006.1_16
ceftazidime,NZ_JTNE01000006.1_24
ceftazidime,NZ_JTNE01000006.1_3
ceftazidime,NZ_JTNE01000006.1_30
ceftazidime,NZ_JTNE01000006.1_35
ceftazidime,NZ_JTNE01000006.1_38
ceftazidime,NZ_JTNE01000006.1_5
ceftazidime,NZ_JTNE01000006.1_70
ceftazidime,NZ_JTNE01000006.1_8
ceftazidime,NZ_JTNE01000006.1_9
ceftazidime,NZ_JTNE01000009.1_116
ceftazidime,NZ_JTNE01000009.1_119
ceftazidime,NZ_JTNE01000009.1_42
ceftazidime,NZ_JTNE01000009.1_67
ceftazidime,NZ_JTNE01000010.1_1
ceftazidime,NZ_JTNE01000010.1_10
ceftazidime,NZ_JTNE01000010.1_120
ceftazidime,NZ_JTNE01000010.1_126
ceftazidime,NZ_JTNE01000010.1_127
ceftazidime,NZ_JTNE01000010.1_130
ceftazidime,NZ_JTNE01000010.1_145
ceftazidime,NZ_JTNE01000010.1_161
ceftazidime,NZ_JTNE01000010.1_164
ceftazidime,NZ_JTNE01000010.1_165
ceftazidime,NZ_JTNE01000010.1_195
ceftazidime,NZ_JTNE01000010.1_203
ceftazidime,NZ_JTNE01000010.1_211
ceftazidime,NZ_JTNE01000010.1_233
ceftazidime,NZ_JTNE01000010.1_235
ceftazidime,NZ_JTNE01000010.1_28
ceftazidime,NZ_JTNE01000010.1_29
ceftazidime,NZ_JTNE01000010.1_3
ceftazidime,NZ_JTNE01000010.1_32
ceftazidime,NZ_JTNE01000010.1_37
