antibiotic,CDS
amikacin,NZ_RAFY01000458.1_3
amikacin,NZ_RAGA01000164.1_70
amikacin,NZ_RHDU01000019.1_31
amikacin,NZ_RHSY01000101.1_1
amikacin,NZ_RHSZ01000010.1_171
amikacin,NZ_RHTB01000004.1_93
amikacin,NZ_RHTB01000157.1_1
amikacin,NZ_RKJI01000001.1_1668
amikacin,NZ_RKJI01000001.1_4580
amikacin,NZ_RRBF01000081.1_8
amikacin,NZ_RRBG01000012.1_125
amikacin,NZ_RWKX01000020.1_20
amikacin,NZ_RWLA01000013.1_145
amikacin,NZ_RWLF01000012.1_66
amikacin,NZ_RWLH01000007.1_91
amikacin,NZ_RWLJ01000001.1_330
amikacin,NZ_RWLL01000001.1_403
amikacin,NZ_RWLU01000004.1_13
amikacin,NZ_RWLV01000016.1_51
amikacin,NZ_RWLX01000021.1_1
amikacin,NZ_RWLZ01000003.1_543
amikacin,NZ_RWMA01000028.1_1
amikacin,NZ_RWMA01000221.1_2
amikacin,NZ_RWME01000009.1_135
amikacin,NZ_RWMF01000004.1_754
amikacin,NZ_RWMH01000050.1_1
amikacin,NZ_RWMJ01000001.1_727
amikacin,NZ_RWMJ01000046.1_7
amikacin,NZ_RWMJ01000054.1_1
amikacin,NZ_RWMK01000019.1_10
amikacin,NZ_RWMM01000031.1_12
amikacin,NZ_RWMO01000006.1_399
amikacin,NZ_RWMP01000008.1_1
amikacin,NZ_RWMQ01000019.1_4
amikacin,NZ_RWMQ01000069.1_6
amikacin,NZ_RWMU01000001.1_806
amikacin,NZ_RWMU01000011.1_1
amikacin,NZ_RWMW01000009.1_47
amikacin,NZ_RWMX01000017.1_81
amikacin,NZ_RWMY01000023.1_29
amikacin,NZ_RWNE01000004.1_15
amikacin,NZ_RWNF01000020.1_1
amikacin,NZ_RWNG01000011.1_81
amikacin,NZ_RWNG01000050.1_1
amikacin,NZ_RWNI01000083.1_2
amikacin,NZ_RWNJ01000016.1_141
amikacin,NZ_RWNL01000016.1_127
amikacin,NZ_RWNN01000003.1_322
amikacin,NZ_RWNN01000017.1_2
amikacin,NZ_RWNU01000005.1_442
amikacin,NZ_RWNV01000005.1_263
amikacin,NZ_RWNX01000024.1_50
amikacin,NZ_RWOI01000022.1_6
amikacin,NZ_RWOI01000022.1_8
amikacin,NZ_RWOI01000031.1_10
amikacin,NZ_RWOJ01000005.1_380
amikacin,NZ_RWOJ01000007.1_77
amikacin,NZ_RWOL01000005.1_360
amikacin,NZ_RWOM01000005.1_363
amikacin,NZ_RWOP01000026.1_64
amikacin,NZ_RWOP01000051.1_1
amikacin,NZ_RWOR01000006.1_339
amikacin,NZ_RWOV01000008.1_103
amikacin,NZ_RWOW01000006.1_43
amikacin,NZ_RWPA01000004.1_132
amikacin,NZ_RWPB01000002.1_493
amikacin,NZ_RWPC01000012.1_58
amikacin,NZ_RWPC01000020.1_6
amikacin,NZ_RWPD01000001.1_621
amikacin,NZ_RWPI01000004.1_273
amikacin,NZ_RWPP01000012.1_12
amikacin,NZ_RWPQ01000005.1_232
amikacin,NZ_RWPQ01000015.1_2
amikacin,NZ_RWPQ01000027.1_16
amikacin,NZ_RWPR01000007.1_156
amikacin,NZ_RWPR01000018.1_1
amikacin,NZ_RWPR01000018.1_30
amikacin,NZ_RWPR01000037.1_12
amikacin,NZ_RWPS01000001.1_313
amikacin,NZ_RWPS01000013.1_200
amikacin,NZ_RWPS01000032.1_17
amikacin,NZ_RWPT01000013.1_261
amikacin,NZ_RWPU01000005.1_213
amikacin,NZ_RWPV01000001.1_789
amikacin,NZ_RWPZ01000014.1_1
amikacin,NZ_RWPZ01000017.1_1
amikacin,NZ_RWQE01000002.1_43
amikacin,NZ_RWQE01000018.1_1
amikacin,NZ_RWQT01000007.1_37
amikacin,NZ_RWRD01000028.1_22
amikacin,NZ_RWRF01000005.1_448
amikacin,NZ_RWRF01000016.1_69
amikacin,NZ_RWSA01000004.1_684
amikacin,NZ_RWSB01000042.1_7
amikacin,NZ_RWSE01000016.1_99
amikacin,NZ_RWSL01000003.1_192
amikacin,NZ_RWSX01000001.1_1386
amikacin,NZ_RWSX01000001.1_1422
amikacin,NZ_RWSX01000001.1_1436
amikacin,NZ_RWTK01000002.1_791
amikacin,NZ_RWTN01000008.1_257
amikacin,NZ_RWUE01000006.1_1
amikacin,NZ_RWUG01000001.1_340
amikacin,NZ_RWUK01000007.1_329
amikacin,NZ_RWUL01000011.1_226
amikacin,NZ_RWVC01000006.1_534
amikacin,NZ_RWVD01000001.1_694
amikacin,NZ_RWVH01000020.1_30
amikacin,NZ_RWWL01000173.1_45
amikacin,NZ_RWWR01000054.1_4
amikacin,NZ_RWWS01000035.1_1
amikacin,NZ_RWWT01000060.1_12
amikacin,NZ_RWWT01000070.1_13
amikacin,NZ_RWWT01000124.1_1
amikacin,NZ_RWWU01000142.1_45
amikacin,NZ_RWWU01000145.1_12
amikacin,NZ_RWWZ01000009.1_1
amikacin,NZ_RWWZ01000018.1_76
amikacin,NZ_RWXM01000061.1_116
amikacin,NZ_RWXR01000062.1_188
amikacin,NZ_RWZI01000011.1_13
amikacin,NZ_RWZI01000044.1_2
amikacin,NZ_RWZK01000008.1_201
amikacin,NZ_RWZL01000030.1_32
amikacin,NZ_RWZL01000030.1_71
amikacin,NZ_RWZR01000004.1_240
amikacin,NZ_RXAC01000013.1_162
amikacin,NZ_RXAC01000027.1_28
amikacin,NZ_RXAH01000046.1_9
amikacin,NZ_RXAK01000041.1_2
amikacin,NZ_RXAP01000022.1_57
amikacin,NZ_RXAQ01000029.1_13
amikacin,NZ_RXBR01000001.1_431
amikacin,NZ_RXBT01000011.1_4
amikacin,NZ_RXBT01000021.1_2
amikacin,NZ_RXBV01000012.1_173
amikacin,NZ_RXBW01000016.1_5
amikacin,NZ_RXCJ01000008.1_173
amikacin,NZ_RXCL01000002.1_507
amikacin,NZ_RXCM01000015.1_120
amikacin,NZ_RXCS01000007.1_2
amikacin,NZ_RXDA01000010.1_204
amikacin,NZ_RXDB01000016.1_82
amikacin,NZ_RXDK01000002.1_368
amikacin,NZ_RXDV01000001.1_38
amikacin,NZ_RXDW01000001.1_382
amikacin,NZ_RXDW01000004.1_20
amikacin,NZ_RXDY01000005.1_451
amikacin,NZ_RXDZ01000034.1_2
amikacin,NZ_RXED01000002.1_77
amikacin,NZ_RXED01000025.1_84
amikacin,NZ_RXED01000036.1_27
amikacin,NZ_RXED01000037.1_25
amikacin,NZ_RXED01000038.1_5
amikacin,NZ_RXED01000040.1_24
amikacin,NZ_RXEM01000023.1_46
amikacin,NZ_RXER01000003.1_358
amikacin,NZ_RXEU01000026.1_30
amikacin,NZ_RXEX01000001.1_58
amikacin,NZ_RXEX01000005.1_171
amikacin,NZ_RXFD01000009.1_67
amikacin,NZ_RXFD01000025.1_5
amikacin,NZ_RXSY01000177.1_1
amikacin,NZ_RXTA01000116.1_1
amikacin,NZ_RXTA01000145.1_1
amikacin,NZ_RXTA01000162.1_7
amikacin,NZ_RXTC01000047.1_46
amikacin,NZ_RXTI01000012.1_207
amikacin,NZ_RXTL01000039.1_2
amikacin,NZ_RXTO01000035.1_61
amikacin,NZ_RXTS01000057.1_2
amikacin,NZ_RXTT01000038.1_104
amikacin,NZ_RXTW01000013.1_28
amikacin,NZ_RXTY01000060.1_3
amikacin,NZ_RXUC01000097.1_43
amikacin,NZ_RXUD01000102.1_46
amikacin,NZ_RXUD01000102.1_47
amikacin,NZ_RXUD01000102.1_62
amikacin,NZ_RXUD01000102.1_65
amikacin,NZ_RXUD01000102.1_86
amikacin,NZ_RXUD01000102.1_87
amikacin,NZ_RXUD01000104.1_110
amikacin,NZ_RXUD01000106.1_1
amikacin,NZ_RXUL01000004.1_297
amikacin,NZ_RXUL01000026.1_112
amikacin,NZ_RXUL01000032.1_71
amikacin,NZ_RXUN01000178.1_1
amikacin,NZ_RXUN01000186.1_1
amikacin,NZ_RXUQ01000098.1_45
amikacin,NZ_RXUR01000009.1_8
amikacin,NZ_RXUW01000238.1_1
amikacin,NZ_RXUZ01000105.1_24
amikacin,NZ_RXUZ01000109.1_75
amikacin,NZ_RXVB01000011.1_402
amikacin,NZ_RXVB01000015.1_252
amikacin,NZ_RXVG01000068.1_105
amikacin,NZ_RXVJ01000001.1_684
amikacin,NZ_RXVR01000085.1_34
amikacin,NZ_RXVS01000043.1_1
amikacin,NZ_RXVT01000031.1_52
amikacin,NZ_RXVW01000014.1_7
amikacin,NZ_RXWA01000079.1_28
amikacin,NZ_RXWA01000080.1_7
amikacin,NZ_RXWA01000126.1_3
amikacin,NZ_RXWC01000048.1_27
amikacin,NZ_RXWE01000199.1_1
amikacin,NZ_RXWL01000126.1_4
amikacin,NZ_RXWP01000053.1_19
amikacin,NZ_RXWQ01000008.1_96
amikacin,NZ_RXWQ01000020.1_67
amikacin,NZ_RXWS01000049.1_1
amikacin,NZ_RXWS01000050.1_45
amikacin,NZ_RXWS01000080.1_29
amikacin,NZ_RXWS01000080.1_30
amikacin,NZ_RXWS01000080.1_31
amikacin,NZ_RXWS01000112.1_2
amikacin,NZ_RXWS01000112.1_3
amikacin,NZ_RXWS01000114.1_24
amikacin,NZ_RYXU01000104.1_1
amikacin,NZ_SBJT01000031.1_74
amikacin,NZ_SBJX01000001.1_514
amikacin,NZ_SBJY01000065.1_1
amikacin,NZ_SBJY01000106.1_1
amikacin,NZ_SBKB01000055.1_1
amikacin,NZ_SCWH01000098.1_21
amikacin,NZ_SCWJ01000082.1_18
amikacin,NZ_SCWJ01000086.1_1
amikacin,NZ_SCWL01000090.1_19
amikacin,NZ_SCWL01000225.1_1
amikacin,NZ_SCWN01000029.1_29
amikacin,NZ_SCWU01000062.1_8
amikacin,NZ_SCWU01000151.1_11
amikacin,NZ_SCWU01000202.1_1
amikacin,NZ_SCWU01000241.1_2
amikacin,NZ_SCWW01000015.1_145
amikacin,NZ_SCWW01000037.1_58
amikacin,NZ_SCWW01000037.1_59
amikacin,NZ_SCWW01000074.1_8
amikacin,NZ_SCWZ01000025.1_56
amikacin,NZ_SCWZ01000038.1_1
amikacin,NZ_SCWZ01000173.1_5
amikacin,NZ_SCXC01000015.1_2
amikacin,NZ_SCXE01000275.1_1
amikacin,NZ_SCXF01000015.1_125
amikacin,NZ_SCXF01000187.1_8
amikacin,NZ_SCXK01000096.1_1
amikacin,NZ_SCXL01000035.1_56
amikacin,NZ_SCXL01000035.1_66
amikacin,NZ_SCXM01000056.1_1
amikacin,NZ_SCXP01000064.1_3
amikacin,NZ_SCXP01000094.1_2
amikacin,NZ_SCXQ01000002.1_54
amikacin,NZ_SCXQ01000487.1_3
amikacin,NZ_SCXQ01000487.1_4
amikacin,NZ_SCXT01000020.1_46
amikacin,NZ_SCXT01000289.1_2
amikacin,NZ_SCXT01000516.1_1
amikacin,NZ_SCXU01000211.1_11
amikacin,NZ_SCXU01000460.1_5
amikacin,NZ_SCXV01000055.1_26
amikacin,NZ_SCXV01000094.1_17
amikacin,NZ_SCXV01000139.1_3
amikacin,NZ_SCXV01000314.1_5
amikacin,NZ_SCXV01000462.1_2
amikacin,NZ_SCYC01000009.1_49
amikacin,NZ_SCYC01000064.1_4
amikacin,NZ_SCYC01000091.1_19
amikacin,NZ_SCYC01000237.1_2
amikacin,NZ_SCYC01000550.1_4
amikacin,NZ_SCYC01000741.1_3
amikacin,NZ_SCYC01000861.1_2
amikacin,NZ_SCYE01000180.1_16
amikacin,NZ_SCYE01000902.1_1
amikacin,NZ_SCYH01000003.1_81
amikacin,NZ_SCYH01000023.1_10
amikacin,NZ_SCYH01000030.1_6
amikacin,NZ_SCYH01000067.1_8
amikacin,NZ_SCYH01000265.1_6
amikacin,NZ_SCYH01000679.1_1
amikacin,NZ_SCYH01000698.1_2
amikacin,NZ_SCYH01000928.1_1
amikacin,NZ_SCYI01000033.1_4
amikacin,NZ_SCYI01000038.1_2
amikacin,NZ_SCYI01000200.1_5
amikacin,NZ_SCYI01000330.1_6
amikacin,NZ_SCYI01000530.1_2
amikacin,NZ_SCYI01000979.1_1
amikacin,NZ_SCYI01001002.1_1
amikacin,NZ_SCYI01001258.1_1
amikacin,NZ_SCYI01001517.1_1
amikacin,NZ_SCYJ01000009.1_10
amikacin,NZ_SCYJ01000019.1_15
amikacin,NZ_SCYJ01000090.1_11
amikacin,NZ_SCYJ01000249.1_6
amikacin,NZ_SCYM01000064.1_31
amikacin,NZ_SCYM01000153.1_17
amikacin,NZ_SCYM01000219.1_2
amikacin,NZ_SCYM01000357.1_2
amikacin,NZ_SCYM01000413.1_3
amikacin,NZ_SCYM01000464.1_2
amikacin,NZ_SCYN01000315.1_1
amikacin,NZ_SCYN01000519.1_2
amikacin,NZ_SCYN01000674.1_3
amikacin,NZ_SCYN01000901.1_2
amikacin,NZ_SCYN01001181.1_1
amikacin,NZ_SCYO01000017.1_22
amikacin,NZ_SCYO01000030.1_22
amikacin,NZ_SCYP01000100.1_12
amikacin,NZ_SCYP01000236.1_10
amikacin,NZ_SCYP01000236.1_4
amikacin,NZ_SCYP01000247.1_8
amikacin,NZ_SCYP01000298.1_6
amikacin,NZ_SCYP01000610.1_1
amikacin,NZ_SCYQ01000059.1_22
amikacin,NZ_SCYQ01000071.1_22
amikacin,NZ_SCYQ01000091.1_13
amikacin,NZ_SCYQ01000178.1_13
amikacin,NZ_SCYQ01000178.1_6
amikacin,NZ_SCYQ01000315.1_4
amikacin,NZ_SCYQ01000452.1_1
amikacin,NZ_SCYQ01000713.1_1
amikacin,NZ_SCYR01000025.1_4
amikacin,NZ_SCYR01000138.1_1
amikacin,NZ_SCYR01000172.1_6
amikacin,NZ_SCYS01000242.1_11
amikacin,NZ_SCYS01000271.1_5
amikacin,NZ_SCYS01000546.1_1
amikacin,NZ_SCYS01000763.1_4
amikacin,NZ_SCYT01000073.1_3
amikacin,NZ_SCYT01000199.1_9
amikacin,NZ_SCYT01000481.1_7
amikacin,NZ_SCYT01000507.1_6
amikacin,NZ_SCYT01001011.1_1
amikacin,NZ_SCYV01000022.1_17
amikacin,NZ_SCYV01000628.1_3
amikacin,NZ_SCYV01000827.1_2
amikacin,NZ_SCYV01001512.1_2
amikacin,NZ_SCYX01000102.1_9
amikacin,NZ_SCYX01000203.1_9
amikacin,NZ_SCYX01000259.1_1
amikacin,NZ_SCYX01000433.1_1
amikacin,NZ_SCYX01000928.1_3
amikacin,NZ_SCYY01000211.1_3
amikacin,NZ_SCYY01000428.1_5
amikacin,NZ_SCYZ01000364.1_5
amikacin,NZ_SCYZ01000517.1_1
amikacin,NZ_SCYZ01001079.1_2
amikacin,NZ_SCYZ01001190.1_3
amikacin,NZ_SCYZ01001236.1_1
amikacin,NZ_SCYZ01001574.1_2
amikacin,NZ_SCYZ01001589.1_1
amikacin,NZ_SCZA01000031.1_7
amikacin,NZ_SCZA01000222.1_4
amikacin,NZ_SCZA01000579.1_3
amikacin,NZ_SCZA01000702.1_2
amikacin,NZ_SCZB01000033.1_30
amikacin,NZ_SCZB01000033.1_53
amikacin,NZ_SCZB01000044.1_18
amikacin,NZ_SCZB01000263.1_5
amikacin,NZ_SCZE01000058.1_4
amikacin,NZ_SCZE01000076.1_18
amikacin,NZ_SCZE01000432.1_1
amikacin,NZ_SCZE01000552.1_1
amikacin,NZ_SCZF01000514.1_1
amikacin,NZ_SCZG01000007.1_16
amikacin,NZ_SCZH01000006.1_1
amikacin,NZ_SCZH01000044.1_21
amikacin,NZ_SCZH01000049.1_5
amikacin,NZ_SCZH01000060.1_20
amikacin,NZ_SCZH01000077.1_17
amikacin,NZ_SCZH01000119.1_10
amikacin,NZ_SCZH01000127.1_8
amikacin,NZ_SCZH01000225.1_8
amikacin,NZ_SCZH01000275.1_1
amikacin,NZ_SCZH01000282.1_3
amikacin,NZ_SCZH01000562.1_1
amikacin,NZ_SCZJ01000021.1_27
amikacin,NZ_SCZJ01000047.1_7
amikacin,NZ_SCZJ01000073.1_7
amikacin,NZ_SCZJ01000551.1_4
amikacin,NZ_SCZJ01000575.1_1
amikacin,NZ_SCZJ01000870.1_3
amikacin,NZ_SCZK01000003.1_8
amikacin,NZ_SCZK01000069.1_12
amikacin,NZ_SCZK01000169.1_4
amikacin,NZ_SCZL01000607.1_4
amikacin,NZ_SCZM01000038.1_21
amikacin,NZ_SCZM01000229.1_4
amikacin,NZ_SCZM01000868.1_1
amikacin,NZ_SCZP01000166.1_9
amikacin,NZ_SCZP01000336.1_8
amikacin,NZ_SCZR01000016.1_37
amikacin,NZ_SCZR01000940.1_1
amikacin,NZ_SCZS01000316.1_9
amikacin,NZ_SCZS01000341.1_2
amikacin,NZ_SCZS01000562.1_1
amikacin,NZ_SCZT01000046.1_27
amikacin,NZ_SCZT01000079.1_1
amikacin,NZ_SCZT01000110.1_1
amikacin,NZ_SCZT01000222.1_4
amikacin,NZ_SCZT01000395.1_7
amikacin,NZ_SCZT01000783.1_1
amikacin,NZ_SCZU01000046.1_4
amikacin,NZ_SCZV01000097.1_14
amikacin,NZ_SCZV01000120.1_10
amikacin,NZ_SCZV01000120.1_21
amikacin,NZ_SCZV01000147.1_2
amikacin,NZ_SCZV01000328.1_2
amikacin,NZ_SCZV01000674.1_5
amikacin,NZ_SCZV01000733.1_3
amikacin,NZ_SCZV01001059.1_1
amikacin,NZ_SCZW01000032.1_1
amikacin,NZ_SCZW01000265.1_8
amikacin,NZ_SCZX01000078.1_16
amikacin,NZ_SCZX01000212.1_1
amikacin,NZ_SCZX01000241.1_1
amikacin,NZ_SCZX01000616.1_1
amikacin,NZ_SCZX01001224.1_1
amikacin,NZ_SCZY01000129.1_12
amikacin,NZ_SCZY01000967.1_2
amikacin,NZ_SDAA01000113.1_10
amikacin,NZ_SDAA01000315.1_3
amikacin,NZ_SDAA01000337.1_5
amikacin,NZ_SDAA01000351.1_6
amikacin,NZ_SDAA01000414.1_1
amikacin,NZ_SDAA01000414.1_2
amikacin,NZ_SDAA01000506.1_5
amikacin,NZ_SDAA01000802.1_3
amikacin,NZ_SDAA01001007.1_2
amikacin,NZ_SDAB01000310.1_12
amikacin,NZ_SDAB01000474.1_3
amikacin,NZ_SDAC01000249.1_1
amikacin,NZ_SDAC01000272.1_1
amikacin,NZ_SDAE01000040.1_1
amikacin,NZ_SDAE01000369.1_5
amikacin,NZ_SDAF01000043.1_6
amikacin,NZ_SDAF01000229.1_8
amikacin,NZ_SDAF01000721.1_2
amikacin,NZ_SDAF01000721.1_3
amikacin,NZ_SDAF01001359.1_1
amikacin,NZ_SDAG01000017.1_1
amikacin,NZ_SDAG01000017.1_27
amikacin,NZ_SDAG01000017.1_52
amikacin,NZ_SDAG01000041.1_11
amikacin,NZ_SDAG01000050.1_19
amikacin,NZ_SDAG01000101.1_14
amikacin,NZ_SDAG01000128.1_2
amikacin,NZ_SDAG01000168.1_11
amikacin,NZ_SDAH01000044.1_23
amikacin,NZ_SDAH01000046.1_36
amikacin,NZ_SDAH01000233.1_8
amikacin,NZ_SDAJ01000096.1_28
amikacin,NZ_SDAJ01000135.1_12
amikacin,NZ_SDAJ01000169.1_1
amikacin,NZ_SDAJ01000204.1_1
amikacin,NZ_SDSO01000026.1_131
amikacin,NZ_SDVM01000062.1_1
amikacin,NZ_SDVQ01000037.1_17
amikacin,NZ_SEHY01000111.1_10
amikacin,NZ_SEHY01000322.1_3
amikacin,NZ_SEHY01000608.1_4
amikacin,NZ_SEHY01000609.1_1
amikacin,NZ_SEHY01000639.1_2
amikacin,NZ_SEHY01001031.1_1
amikacin,NZ_SEHZ01000022.1_11
amikacin,NZ_SEHZ01000022.1_33
amikacin,NZ_SEHZ01000022.1_8
amikacin,NZ_SEHZ01000119.1_4
amikacin,NZ_SEHZ01000246.1_3
amikacin,NZ_SEIA01000070.1_10
amikacin,NZ_SEIA01000193.1_7
amikacin,NZ_SEIA01000940.1_1
amikacin,NZ_SEID01000001.1_36
amikacin,NZ_SEID01000002.1_2
amikacin,NZ_SEID01000036.1_4
amikacin,NZ_SEID01000220.1_1
amikacin,NZ_SEID01000369.1_3
amikacin,NZ_SEID01000445.1_2
amikacin,NZ_SEID01000473.1_2
amikacin,NZ_SEID01000541.1_2
amikacin,NZ_SEID01001252.1_1
amikacin,NZ_SEIE01000010.1_38
amikacin,NZ_SEIE01000029.1_1
amikacin,NZ_SEIE01000436.1_3
amikacin,NZ_SEIE01000832.1_4
amikacin,NZ_SELB01000015.1_147
amikacin,NZ_SEME01000090.1_4
amikacin,NZ_SEMF01000015.1_1
amikacin,NZ_SEMF01000056.1_4
amikacin,NZ_SEMM01000013.1_4
amikacin,NZ_SEMM01000025.1_56
amikacin,NZ_SEMM01000131.1_8
amikacin,NZ_SEMM01000266.1_1
amikacin,NZ_SEMM01000726.1_2
amikacin,NZ_SGDL01000618.1_4
amikacin,NZ_SGDL01001005.1_4
amikacin,NZ_SGUI01000128.1_2
amikacin,NZ_SISM01000048.1_45
amikacin,NZ_SISM01000072.1_28
amikacin,NZ_SISM01000080.1_22
amikacin,NZ_SISM01000088.1_1
amikacin,NZ_SISM01000124.1_1
amikacin,NZ_SISN01000083.1_1
amikacin,NZ_SMRY02000001.1_1
amikacin,NZ_SMRY02000630.1_1
amikacin,NZ_SMRY02000630.1_2
amikacin,NZ_SPIL01000134.1_1
amikacin,NZ_SRHR01000023.1_106
amikacin,NZ_SRHR01000100.1_1
amikacin,NZ_SRKE01000003.1_144
amikacin,NZ_SRKE01000007.1_38
amikacin,NZ_SRKE01000007.1_69
amikacin,NZ_SRKE01000022.1_126
amikacin,NZ_SRKE01000045.1_34
amikacin,NZ_SRPL01000042.1_47
amikacin,NZ_SRPL01000090.1_2
amikacin,NZ_SUMI01000102.1_8
amikacin,NZ_SUNF01000135.1_1
amikacin,NZ_SUNG01000050.1_1
amikacin,NZ_SUNG01000104.1_2
amikacin,NZ_SWGG01000418.1_1
amikacin,NZ_SWGJ01000096.1_147
amikacin,NZ_SWGM01000075.1_4
amikacin,NZ_SWGN01000193.1_36
amikacin,NZ_UATS01000003.1_113
amikacin,NZ_UATS01000007.1_100
amikacin,NZ_UATW01000001.1_1963
amikacin,NZ_UAUD01000010.1_636
amikacin,NZ_UAUD01000011.1_8
amikacin,NZ_UAUD01000015.1_104
amikacin,NZ_UGUG01000003.1_2
amikacin,NZ_UGUG01000006.1_911
amikacin,NZ_UGUJ01000005.1_3131
amikacin,NZ_UGUK01000002.1_3457
amikacin,NZ_UGUK01000002.1_553
amikacin,NZ_VAVG01000092.1_1
amikacin,NZ_VAVI01000052.1_141
amikacin,NZ_VAVP01000177.1_2
amikacin,NZ_VAVQ01000130.1_13
amikacin,NZ_VAVQ01000165.1_6
amikacin,NZ_VAVX01000012.1_39
amikacin,NZ_VIGZ01000173.1_1
amikacin,NZ_VIHM01000007.1_12
amikacin,NZ_VIHX01000055.1_20
amikacin,NZ_VIID01000004.1_330
amikacin,NZ_VIIG01000107.1_2
amikacin,NZ_VIIH01000001.1_165
amikacin,NZ_VIIP01000034.1_73
amikacin,NZ_VIYL01000004.1_1
amikacin,NZ_VIYL01000011.1_1
amikacin,NZ_VIYL01000057.1_1
amikacin,NZ_VJMS01000023.1_1
amikacin,NZ_VJNH01000047.1_2
amikacin,NZ_VJNK01000024.1_75
amikacin,NZ_VKLB01000022.1_1
amikacin,NZ_VKOE01000059.1_2
amikacin,NZ_VNMD01000003.1_181
amikacin,NZ_VNMD01000046.1_1
amikacin,NZ_VOJF01000065.1_14
amikacin,NZ_VOKZ01000004.1_216
amikacin,NZ_VOKZ01000037.1_54
amikacin,NZ_VOLA01000087.1_18
amikacin,NZ_VSIZ01000013.1_52
amikacin,NZ_VTBD01000055.1_1
amikacin,NZ_VTFM01000030.1_3
amikacin,NZ_VUNV01000125.1_1
amikacin,NZ_VZIN01000163.1_8
amikacin,NZ_VZIO01000043.1_49
amikacin,NZ_WIGE01000050.1_191
amikacin,NZ_WIXQ01000004.1_212
amikacin,NZ_WOAD01000259.1_1
amikacin,NZ_WOAR01000180.1_1
amikacin,NZ_WOAR01000257.1_1
amikacin,NZ_WSZF01000001.1_353
amikacin,NZ_WTXR01000022.1_76
amikacin,NZ_WTXR01000127.1_1
amikacin,NZ_WTXR01000128.1_1
amikacin,NZ_WTXR01000198.1_3
amikacin,NZ_WTXR01000367.1_1
amikacin,NZ_WTXR01000389.1_1
amikacin,NZ_WTXR01000405.1_1
amikacin,NZ_WTXR01000452.1_1
amikacin,NZ_WTXR01000480.1_1
amikacin,NZ_WTXR01000481.1_1
amikacin,NZ_WTXR01000497.1_1
amikacin,NZ_WTXR01000559.1_1
amikacin,NZ_WTXR01000572.1_1
amikacin,NZ_WTXS01000018.1_1
amikacin,NZ_WTXS01000172.1_9
amikacin,NZ_WTXS01000202.1_5
amikacin,NZ_WTXS01000243.1_1
amikacin,NZ_WTXS01000290.1_1
amikacin,NZ_WTXS01000337.1_1
amikacin,NZ_WTXS01000343.1_1
amikacin,NZ_WTXS01000349.1_1
amikacin,NZ_WTXS01000372.1_1
amikacin,NZ_WTXS01000387.1_1
levofloxacin,NC_002516.2_3123
levofloxacin,NC_002516.2_658
levofloxacin,NC_008463.1_1212
levofloxacin,NC_008463.1_1216
levofloxacin,NC_008463.1_1233
levofloxacin,NC_008463.1_1235
levofloxacin,NC_008463.1_1238
levofloxacin,NC_008463.1_1767
levofloxacin,NC_008463.1_1769
levofloxacin,NC_008463.1_1780
levofloxacin,NC_008463.1_1870
levofloxacin,NC_008463.1_1874
levofloxacin,NC_008463.1_1875
levofloxacin,NC_008463.1_1877
levofloxacin,NC_008463.1_2316
levofloxacin,NC_008463.1_2359
levofloxacin,NC_008463.1_2868
levofloxacin,NC_008463.1_2875
levofloxacin,NC_008463.1_2883
levofloxacin,NC_008463.1_3165
levofloxacin,NC_008463.1_3460
levofloxacin,NC_008463.1_3461
levofloxacin,NC_008463.1_3732
levofloxacin,NC_008463.1_3737
levofloxacin,NC_008463.1_3738
levofloxacin,NC_008463.1_3940
levofloxacin,NC_008463.1_3978
levofloxacin,NC_008463.1_3980
levofloxacin,NC_008463.1_4315
levofloxacin,NC_008463.1_4422
levofloxacin,NC_008463.1_4425
levofloxacin,NC_008463.1_4427
levofloxacin,NC_008463.1_4431
levofloxacin,NC_008463.1_4436
levofloxacin,NC_008463.1_4826
levofloxacin,NC_008463.1_4827
levofloxacin,NC_008463.1_4828
levofloxacin,NC_008463.1_4852
levofloxacin,NC_008463.1_4853
levofloxacin,NC_008463.1_666
levofloxacin,NC_011770.1_1963
levofloxacin,NC_011770.1_2329
levofloxacin,NC_011770.1_2583
levofloxacin,NC_011770.1_2603
levofloxacin,NC_011770.1_3467
levofloxacin,NC_011770.1_599
levofloxacin,NC_011770.1_799
levofloxacin,NC_017548.1_1374
levofloxacin,NC_017548.1_1380
levofloxacin,NC_017548.1_2485
levofloxacin,NC_017548.1_2715
levofloxacin,NC_017548.1_3600
levofloxacin,NC_017548.1_3954
levofloxacin,NC_017548.1_5753
levofloxacin,NC_017548.1_5759
levofloxacin,NC_017548.1_632
levofloxacin,NC_017548.1_636
levofloxacin,NC_017549.1_1343
levofloxacin,NC_017549.1_1344
levofloxacin,NC_017549.1_1347
levofloxacin,NC_017549.1_1348
levofloxacin,NC_017549.1_1349
levofloxacin,NC_017549.1_1351
levofloxacin,NC_017549.1_1352
levofloxacin,NC_017549.1_1356
levofloxacin,NC_017549.1_1357
levofloxacin,NC_017549.1_1361
levofloxacin,NC_017549.1_1364
levofloxacin,NC_017549.1_1371
levofloxacin,NC_017549.1_1393
levofloxacin,NC_017549.1_1395
levofloxacin,NC_017549.1_1406
levofloxacin,NC_017549.1_1409
levofloxacin,NC_017549.1_1412
levofloxacin,NC_017549.1_1511
levofloxacin,NC_017549.1_2816
levofloxacin,NC_017549.1_3170
